domain,set,src,txt,tp,q,a
fin,analytics,centralbank2.pdf,"Доходы федерального бюджета выросли незначительно (на 4,7% в годовом выражении), достигнув 29,1 трлн рублей (17,0% ВВП). При этом падение нефтегазовых поступлений (на 23,9% в годовом выражении) компенсировалось увеличением ненефтегазовых доходов (на 25% в годовом выражении). Помимо разовых поступлений, поддержку ненефтегазовым доходам оказали быстрое восстановление импорта (в части НДС и акцизов на импорт, ввозных пошлин), автомобильного рынка (в части утилизационного сбора и акцизов на автомобили) и усиление дефицита кадров на рынке труда, которое привело к сильному росту фонда оплаты труда, подлежащего обложению НДФЛ по повышенной ставке 15%.",Simple,Какие факторы способствовали росту ненефтегазовых доходов федерального бюджета?,"Росту ненефтегазовых доходов способствовали разовые поступления, восстановление импорта (увеличение НДС, акцизов на импорт и ввозных пошлин), рост автомобильного рынка (утилизационный сбор и акцизы на автомобили), а также дефицит кадров, приведший к увеличению фонда оплаты труда, облагаемого НДФЛ по ставке 15%."
fin,analytics,centralbank2.pdf,"Доходы федерального бюджета выросли незначительно (на 4,7% в годовом выражении), достигнув 29,1 трлн рублей (17,0% ВВП). При этом падение нефтегазовых поступлений (на 23,9% в годовом выражении) компенсировалось увеличением ненефтегазовых доходов (на 25% в годовом выражении). Помимо разовых поступлений, поддержку ненефтегазовым доходам оказали быстрое восстановление импорта (в части НДС и акцизов на импорт, ввозных пошлин), автомобильного рынка (в части утилизационного сбора и акцизов на автомобили) и усиление дефицита кадров на рынке труда, которое привело к сильному росту фонда оплаты труда, подлежащего обложению НДФЛ по повышенной ставке 15%.",With errors,"Какие факторы спосибоствовали росту ненефтегазовых доходов фед. бюджэта? Там были какие-то разовие поступленья, импорт и машины?","Росту ненефтегазовых доходов способствовали разовые поступления, восстановление импорта (увеличение НДС, акцизов на импорт и ввозных пошлин), рост автомобильного рынка (утилизационный сбор и акцизы на автомобили), а также дефицит кадров, приведший к увеличению фонда оплаты труда, облагаемого НДФЛ по ставке 15%."
fin,analytics,centralbank2.pdf,"Доходы федерального бюджета выросли незначительно (на 4,7% в годовом выражении), достигнув 29,1 трлн рублей (17,0% ВВП). При этом падение нефтегазовых поступлений (на 23,9% в годовом выражении) компенсировалось увеличением ненефтегазовых доходов (на 25% в годовом выражении). Помимо разовых поступлений, поддержку ненефтегазовым доходам оказали быстрое восстановление импорта (в части НДС и акцизов на импорт, ввозных пошлин), автомобильного рынка (в части утилизационного сбора и акцизов на автомобили) и усиление дефицита кадров на рынке труда, которое привело к сильному росту фонда оплаты труда, подлежащего обложению НДФЛ по повышенной ставке 15%.",Trash,"Здравствуйте, у меня проблема с интернет-банком, не могу войти в личный кабинет. Кстати, в новостях читал, что доходы бюджета как-то связаны с автомобилями и налогами. Можете объяснить, из-за чего именно выросли ненефтегазовые доходы? И еще: как сбросить пароль?","Росту ненефтегазовых доходов способствовали разовые поступления, восстановление импорта (увеличение НДС, акцизов на импорт и ввозных пошлин), рост автомобильного рынка (утилизационный сбор и акцизы на автомобили), а также дефицит кадров, приведший к увеличению фонда оплаты труда, облагаемого НДФЛ по ставке 15%."
fin,analytics,centralbank2.pdf,"Доходы федерального бюджета выросли незначительно (на 4,7% в годовом выражении), достигнув 29,1 трлн рублей (17,0% ВВП). При этом падение нефтегазовых поступлений (на 23,9% в годовом выражении) компенсировалось увеличением ненефтегазовых доходов (на 25% в годовом выражении). Помимо разовых поступлений, поддержку ненефтегазовым доходам оказали быстрое восстановление импорта (в части НДС и акцизов на импорт, ввозных пошлин), автомобильного рынка (в части утилизационного сбора и акцизов на автомобили) и усиление дефицита кадров на рынке труда, которое привело к сильному росту фонда оплаты труда, подлежащего обложению НДФЛ по повышенной ставке 15%.",Reformulation,Какие изменения в экономике позволили компенсировать снижение поступлений от традиционных ресурсов?,"Компенсацию снижения нефтегазовых доходов обеспечили рост ненефтегазовых поступлений за счет восстановления импорта, развития автомобильного рынка, разовых выплат и увеличения налоговых отчислений с зарплат из-за дефицита кадров."
fin,analytics,centralbank2.pdf,"Доходы федерального бюджета выросли незначительно (на 4,7% в годовом выражении), достигнув 29,1 трлн рублей (17,0% ВВП). При этом падение нефтегазовых поступлений (на 23,9% в годовом выражении) компенсировалось увеличением ненефтегазовых доходов (на 25% в годовом выражении). Помимо разовых поступлений, поддержку ненефтегазовым доходам оказали быстрое восстановление импорта (в части НДС и акцизов на импорт, ввозных пошлин), автомобильного рынка (в части утилизационного сбора и акцизов на автомобили) и усиление дефицита кадров на рынке труда, которое привело к сильному росту фонда оплаты труда, подлежащего обложению НДФЛ по повышенной ставке 15%.",Incorrect by design,Почему рост нефтегазовых доходов стал главным драйвером увеличения бюджета в 2023 году?,"Исправление: Вопрос содержит ошибку: нефтегазовые доходы не росли, а сократились на 23,9%. Рост бюджета обеспечили ненефтегазовые доходы.
Истинный ответ: Главным драйвером стали ненефтегазовые доходы, выросшие на 25% за счет восстановления импорта, роста автомобильного рынка, разовых поступлений и увеличения налогообложения зарплат из-за дефицита кадров."
fin,analytics,centralbank2.pdf,"В 2023 году разработанный при участии Банка России Федеральный закон №132-ФЗ продлил предоставление кредитных каникул гражданам с сократившимися доходами и предпринимателям из наиболее пострадавших отраслей. Кредиторы продолжали реструктурировать задолженность и по своим собственным программам. Всего в 2023 году было реструктурировано почти 870 тыс. кредитов и займов граждан на общую сумму 454 млрд рублей, а также 17,4 тыс. кредитов субъектов МСП на общую сумму более 509 млрд рублей.",Simple,"Какой федеральный закон, разработанный при участии Банка России, продлил предоставление кредитных каникул в 2023 году?",Федеральный закон №132-ФЗ.
fin,analytics,centralbank2.pdf,"В 2023 году разработанный при участии Банка России Федеральный закон №132-ФЗ продлил предоставление кредитных каникул гражданам с сократившимися доходами и предпринимателям из наиболее пострадавших отраслей. Кредиторы продолжали реструктурировать задолженность и по своим собственным программам. Всего в 2023 году было реструктурировано почти 870 тыс. кредитов и займов граждан на общую сумму 454 млрд рублей, а также 17,4 тыс. кредитов субъектов МСП на общую сумму более 509 млрд рублей.",With errors,"Какой федерльный закон №132-ФЗ6, разработаный при учасстии Банка Росии, продлили предоставление кредитным каникулам для граждан и бизнеса в 2023 году?",Федеральный закон №132-ФЗ.
fin,analytics,centralbank2.pdf,"В 2023 году разработанный при участии Банка России Федеральный закон №132-ФЗ продлил предоставление кредитных каникул гражданам с сократившимися доходами и предпринимателям из наиболее пострадавших отраслей. Кредиторы продолжали реструктурировать задолженность и по своим собственным программам. Всего в 2023 году было реструктурировано почти 870 тыс. кредитов и займов граждан на общую сумму 454 млрд рублей, а также 17,4 тыс. кредитов субъектов МСП на общую сумму более 509 млрд рублей.",Trash,"Здравствуйте! У меня проблема с интернет-банком, не могу войти в личный кабинет. Но, кстати, мне еще интересно, какой закон в прошлом году помог людям с низкими доходами получить отсрочку по кредитам? Спасибо!","Федеральный закон №132-ФЗ, разработанный при участии Банка России, продлил кредитные каникулы для граждан с сократившимися доходами."
fin,analytics,centralbank2.pdf,"В 2023 году разработанный при участии Банка России Федеральный закон №132-ФЗ продлил предоставление кредитных каникул гражданам с сократившимися доходами и предпринимателям из наиболее пострадавших отраслей. Кредиторы продолжали реструктурировать задолженность и по своим собственным программам. Всего в 2023 году было реструктурировано почти 870 тыс. кредитов и займов граждан на общую сумму 454 млрд рублей, а также 17,4 тыс. кредитов субъектов МСП на общую сумму более 509 млрд рублей.",Reformulation,"Каким законодательным актом 2023 года были расширены меры финансовой поддержки для физических лиц и малого бизнеса, испытывающих трудности с доходами?","Федеральным законом №132-ФЗ, разработанным при участии Банка России."
fin,analytics,centralbank2.pdf,"В 2023 году разработанный при участии Банка России Федеральный закон №132-ФЗ продлил предоставление кредитных каникул гражданам с сократившимися доходами и предпринимателям из наиболее пострадавших отраслей. Кредиторы продолжали реструктурировать задолженность и по своим собственным программам. Всего в 2023 году было реструктурировано почти 870 тыс. кредитов и займов граждан на общую сумму 454 млрд рублей, а также 17,4 тыс. кредитов субъектов МСП на общую сумму более 509 млрд рублей.",Incorrect by design,Почему в 2022 году Банк России отменил кредитные каникулы для предпринимателей?,"Вопрос содержит ошибку: кредитные каникулы не отменялись, а были продлены в 2023 году законом №132-ФЗ для предпринимателей из пострадавших отраслей и граждан с сократившимися доходами."
